Parameter,Time,Value,Global
F2,0.35000000000000003,2290.0,False
F2,0.36,2290.0,False
F2,0.37,2290.0,False
F2,0.38,2290.0,False
F2,0.39,2290.0,False
F2,0.4,2290.0,False
F2,0.41000000000000003,2290.0,False
F2,0.42,2290.0,False
F2,0.43,2290.0,False
F2,0.44,2290.0,False
F2,0.45,2290.0,False
F2,0.46,2290.0,False
F2,0.47000000000000003,2290.0,False
F2,0.48,2290.0,False
F2,0.49,2290.0,False
F2,0.5,2290.0,False
F2,0.51,2242.0,False
F2,0.52,2146.0,False
F2,0.53,2002.0,False
F2,0.54,1810.0,False
F2,0.55,1570.0,False
F2,0.56,1378.0,False
F2,0.5700000000000001,1234.0,False
F2,0.58,1138.0,False
F2,0.59,1090.0,False
F2,0.6,1090.0,False
F2,0.61,1090.0,False
F2,0.62,1090.0,False
F2,0.63,1090.0,False
F2,0.64,1090.0,False
F2,0.65,1090.0,False
F2,0.66,1090.0,False
F2,0.67,1090.0,False
F2,0.68,1090.0,False
F2,0.6900000000000001,1138.0,False
F2,0.7000000000000001,1234.0,False
F2,0.71,1378.0,False
F2,0.72,1570.0,False
F2,0.73,1810.0,False
F2,0.74,2002.0,False
F2,0.75,2146.0,False
F2,0.76,2242.0,False
F2,0.77,2290.0,False
F2,0.78,2290.0,False
F2,0.79,2290.0,False
F2,0.8,2290.0,False
F2,0.81,2290.0,False
F2,0.8200000000000001,2290.0,False
F2,0.8300000000000001,2290.0,False
F2,0.84,2290.0,False
F2,0.85,2290.0,False
F2,0.86,2290.0,False
F2,0.87,2230.4,False
F2,0.88,2111.2,False
F2,0.89,1932.4,False
F2,0.9,1694.0,False
F2,0.91,1396.0,False
F2,0.92,1157.6,False
F2,0.93,978.8,False
F2,0.9400000000000001,859.6,False
F2,0.9500000000000001,800.0,False
F2,0.96,800.0,False
F2,0.97,800.0,False
F2,0.98,800.0,False
F2,0.99,800.0,False
F2,1.0,800.0,False
F2,1.01,800.0,False
F2,1.02,800.0,False
F2,1.03,800.0,False
F2,1.04,800.0,False
F2,1.05,800.0,False
F2,1.06,859.6,False
F2,1.07,978.8,False
F2,1.08,1157.6,False
F2,1.09,1396.0,False
F2,1.1,1694.0,False
F2,1.11,1932.4,False
F2,1.12,2111.2,False
F2,1.1300000000000001,2230.4,False
F2,1.1400000000000001,2290.0,False
F2,1.1500000000000001,2290.0,False
F2,1.16,2290.0,False
F2,1.17,2290.0,False
F2,1.18,2290.0,False
F2,1.19,2290.0,False
F2,1.2,2290.0,False
F2,1.21,2290.0,False
F2,1.22,2290.0,False
F2,1.23,2290.0,False
F2,1.24,2290.0,False
F2,1.25,2290.0,False
F2,1.26,2290.0,False
F2,1.27,2290.0,False
F2,1.28,2290.0,False
F2,1.29,2290.0,False
F2,1.3,2290.0,False
F2,1.31,2290.0,False
F2,1.32,2290.0,False
F2,1.33,2290.0,False
F2,1.34,2290.0,False
F2,1.35,2290.0,False
F2,1.36,2290.0,False
F2,1.37,2290.0,False
F2,1.3800000000000001,2290.0,False
F2,1.3900000000000001,2290.0,False
F2,1.4000000000000001,2290.0,False
F2,1.41,2290.0,False
F2,1.42,2290.0,False
F2,1.43,2290.0,False
F2,1.44,2290.0,False
F2,1.45,2290.0,False
F2,1.46,2290.0,False
F2,1.47,2290.0,False
F2,1.48,2290.0,False
F2,1.49,2290.0,False
F2,1.5,2290.0,False
F2,1.51,2290.0,False
F2,1.52,2290.0,False
F2,1.53,2290.0,False
F2,1.54,2290.0,False
F2,1.55,2290.0,False
F2,1.56,2290.0,False
F2,1.57,2290.0,False
F2,1.58,2290.0,False
F2,1.59,2290.0,False
F2,1.6,2290.0,False
F2,1.61,2242.0,False
F2,1.62,2146.0,False
F2,1.6300000000000001,2002.0,False
F2,1.6400000000000001,1810.0,False
F2,1.6500000000000001,1570.0,False
F2,1.6600000000000001,1378.0,False
F2,1.67,1234.0,False
F2,1.68,1138.0,False
F2,1.69,1090.0,False
F2,1.7,1090.0,False
F2,1.71,1090.0,False
F2,1.72,1090.0,False
F2,1.73,1090.0,False
F2,1.74,1090.0,False
F2,1.75,1090.0,False
F2,1.76,1090.0,False
F2,1.77,1090.0,False
F2,1.78,1090.0,False
F2,1.79,1138.0,False
F2,1.8,1234.0,False
F2,1.81,1378.0,False
F2,1.82,1570.0,False
F2,1.83,1810.0,False
F2,1.84,2002.0,False
F2,1.85,2146.0,False
F2,1.86,2242.0,False
F2,1.87,2290.0,False
F2,1.8800000000000001,2290.0,False
F2,1.8900000000000001,2290.0,False
F2,1.9000000000000001,2290.0,False
F2,1.9100000000000001,2290.0,False
F2,1.92,2290.0,False
F2,1.93,2290.0,False
F2,1.94,2290.0,False
F2,1.95,2290.0,False
F2,1.96,2290.0,False
F2,1.97,2290.0,False
F2,1.98,2290.0,False
F2,1.99,2290.0,False
F2,2.0,2290.0,False
F3,0.0,2250.0,False
F3,0.01,2250.0,False
F3,0.02,2250.0,False
F3,0.03,2250.0,False
F3,0.04,2250.0,False
F3,0.05,2250.0,False
F3,0.06,2250.0,False
F3,0.07,2250.0,False
